0 72.641600 23.168797 -160.473562
100 65.434319 20.870058 -158.255886
200 59.794348 19.071209 -156.468994
300 57.647510 18.386482 -155.776513
400 60.307047 19.234732 -156.531187
500 61.724773 19.686911 -157.089862
600 57.141359 18.225046 -155.649804
700 59.364380 18.934072 -156.268341
800 59.787565 19.069045 -156.356431
900 54.367640 17.340378 -154.788131
